 address,district_title,deputies
"вулиця Лоцманська 32, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Лоцманська 33, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Лоцманська 46, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Лоцманська 51, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Лоцманська 6, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Льва Яруцького  48А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Лютнева 48, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  28, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  29, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  33, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  36, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  3а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  48, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  57, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  60, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Макара Мазая  8а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Маміна-Сибіряка 36, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Мар'їнська  136, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Мар'їнська  90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Машинобудівна 14, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Машинобудівна 84, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Межова 15, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Межова 19, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Меліоративна 21, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Металургійна 19, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Миколаївська 7/17, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Миру 87, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Миру 88, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Мисливська 81, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Митрополитська  65, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 17, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 27, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 28, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 41, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 41А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 49, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 60а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міжнародна 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Містечко охорони 1, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Містечко охорони 2, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Містечко охорони 3, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Містечко охорони 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Містечко охорони 6, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Міцкевича 39, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 1, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 11, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 13, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 3, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 7, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Монтажна 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Московська 23, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Московська 26, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Московська 30/18, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Моторна 39, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Надгірна 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Надгірна 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Надгірна 7, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Надгірна 8, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Народна 4а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Невська 2, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Нестерова -, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Нестерова 18а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Нижні Аджахи 158, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Нове життя 2, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новоросійська 10, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новоросійська 2, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новоросійська 26, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новоросійська 8, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новосибірська 92, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 12, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 22, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 24, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 2Б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 30, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новостепова 8, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Новосхідна 45А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Овальная 17, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Овальная 21, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Овальная 3, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Овальная 33а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Овальная 54, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Овальная 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Олімпійська 113, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Олімпійська 181, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Олімпійська 193, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Олімпійська 73, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Олімпійська 79, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Олімпійська 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Осипенка 58, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 1, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 16, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 32, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 3а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 50, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 60, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 68, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Очаковська 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Павловська 3, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Папаніна 21, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Парникова 12, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пашковського 32, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пашковського 68, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перекопська 8, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перемоги 113, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перемоги 69, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Переможна  50, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка -, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 109, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 136, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 140, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 142, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 145, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 152, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 154, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 155, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 161/4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 176 б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 177, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 178, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 179б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 19, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 190, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 192, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 195, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 200, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 203, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 207, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 211, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 22, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 28, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 32, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 36, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 40, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 43, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 44, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 45, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 68, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 84, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 89, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 91, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 95, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Перша Слободка 97, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Першотравнева 66, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пилипа Орлика 107, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пилипа Орлика 110, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пилипа Орлика 111, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пилипа Орлика 77, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пилипа Орлика 86, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пилипа Орлика 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Північна 12, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Північна 31/23, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 13/58, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 16, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 19, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 2, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 23, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 25, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 7, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 89, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Підгірний 9, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 14, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 18, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 20, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 21, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 26, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 28/45, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 30, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 32, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 44, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Повітрофлотська 49, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Покришкіна 9, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Преображенська 20, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Преображенська 2А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Преображенська 45, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Преображенська 54, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Привільна 10, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Привільна 2, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Привільна 32, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Привільна 60, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 1 а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 10/46, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 1А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 48, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 6, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 7, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Прикордонна 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Промениста 117, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Промениста 13, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Промениста 70, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Профспілкова 6, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пшенична 104, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пшенична 121, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Пшенична 124, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Радянська  - , Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Радянська 103а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Радянська 62, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Радянська 70, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 100, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 104 б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 104, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 104Б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 106, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 113, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 186Б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 188, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 35, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 72а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рельєфна 77, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ризька 20, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рівна 11, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рівна 112, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рівна 47а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Різдвяна 30, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Різдвяна 83, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Різдвяна 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ровенська 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 100, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 110, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 134, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 140, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 16а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 26, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 28, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 33А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 39, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 3а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 49/1, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 51, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 97, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Роздільна 99, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рокадна 16, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Рульова 15, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Саврасова 23, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Севастопольська 11, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Севастопольська 37, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Седова 19, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Седова 4А, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Семафорна 65, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Семашка 17, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Семененко 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сєченова 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сєченова 52, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сєченова 82, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сєченова 96, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сибірська 85/29, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сичова 5, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Слюсарна 14 б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Слюсарна 31а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 1, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 13, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 17, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 21, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 3, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 33, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Совхозна 8, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Солідарності 31, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Сонячна 17, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Софії Перовської 1, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Софії Перовської 1б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Софії Перовської 52, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Софії Перовської 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спаська 103, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спаська 44, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спаська 57, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спаська 60, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спаська 83, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спаська 84, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Спортивна 56, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Стадіонна 117, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Станційна 45, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Старокримська 61, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 101, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 163, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 165, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 169, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 199, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 245, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 247, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 253, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 255, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 27, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 45, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 67, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 70, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Таганрогська 9а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Титова 105, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Титова 55, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Токарська 10, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Токарська 26, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Токарська 27, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Токарська 30, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Торгова 40, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Торгова 42, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Торгова 83, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Торгова 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 26, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 32а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 38, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 39, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 44, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 61, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 69, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 87, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Троїцька 90, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Українського козацтва 101, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Українського козацтва 3, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Українського козацтва 37а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Українського козацтва 43а, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Українського козацтва 52, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Українського козацтва 94, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Уральска 41, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Уральска 88, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ухтомського 102, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ухтомського 104 б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ухтомського 77, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ухтомського 89б, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Ушакова 89, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Федорова  21, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Федорова  62, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Флотська 71, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Фонтанна 49, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Фруктова 24, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Фурманова 4, Маріуполь",Округ №33,Ковальчук Володимир Олегович
"вулиця Центральна 106, Маріуполь",Округ №33,Ковальчук Володимир Олегович
